name,id,semsId,city,county,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,stateName,stateCode,npl
Southside Sanitary Landfill,IND980607360,501655,Indianapolis,Marion,-86.205,39.716111,1986-06-10,1989-03-31,1995-09-28,1997-05-14,1997-07-03,Indiana,IN,completed
"Douglas Road/Uniroyal, Inc., Landfill",IND980607881,501696,Mishawaka,St. Joseph,-86.1926,41.7132,1986-06-10,1989-03-31,2000-09-19,,,Indiana,IN,cleaning
Himco Dump,IND980500292,501596,Elkhart,Elkhart,-86.0084,41.7073,1988-06-24,1990-02-21,2012-07-19,,,Indiana,IN,cleaning
"Tippecanoe Sanitary Landfill, Inc",IND980997639,501964,Lafayette,Tippecanoe,-86.872219,40.456111,1988-06-24,1990-08-30,2001-09-27,,,Indiana,IN,cleaning
"Lakeland Disposal Service, Inc.",IND064703200,501482,Claypool,Kosciusko,-85.917219,41.1475,1988-06-24,1989-03-31,2002-09-26,,,Indiana,IN,cleaning
Whiteford Sales & Service Inc./Nationalease,IND980999791,501978,South Bend,St. Joseph,-86.280281,41.663889,1988-06-24,1990-08-30,1995-09-29,1996-05-03,1996-09-06,Indiana,IN,completed
Conrail Rail Yard (Elkhart),IND000715490,501199,Elkhart,Elkhart,-86.0115,41.6634,1988-06-24,1990-08-30,2004-07-12,,,Indiana,IN,cleaning
Continental Steel Corp.,IND001213503,501228,Kokomo,Howard,-86.156299,40.474169,1988-06-24,1989-03-31,2013-08-01,,,Indiana,IN,cleaning
Galen Myers Dump/Drum Salvage,IND980999635,501967,Osceola,St. Joseph,-86.0875,41.695839,1988-06-24,1989-03-31,1998-09-30,,,Indiana,IN,cleaning
Carter Lee Lumber Co.,IND016395899,501376,Indianapolis,Marion,-86.1918,39.7654,1988-06-24,1989-03-31,1995-09-29,1996-05-08,1996-07-09,Indiana,IN,completed
Cam-Or Inc.,IND005480462,501297,Westville,La Porte,-86.899306,41.546528,1997-09-25,1998-03-06,,,,Indiana,IN,listed
Prestolite Battery Division,IND006377048,501330,Vincennes,Knox,-87.501661,38.691669,1988-06-24,1989-10-04,1997-05-22,,,Indiana,IN,cleaning
Jacobsville Neighborhood Soil Contamination,INN000508142,508142,Evansville,Vanderburgh,-87.563989,37.979297,2004-03-08,2004-07-22,,,,Indiana,IN,listed
Elm Street Ground Water Contamination,INN000509938,509938,Terre Haute,Vigo,-87.414319,39.476586,2006-09-27,2007-03-07,,,,Indiana,IN,listed
Lusher Street Ground Water Contamination,IND982073785,500018,Elkhart,Elkhart,-85.996225,41.672922,2007-09-19,2008-03-19,,,,Indiana,IN,listed
"U.S. Smelter and Lead Refinery, Inc.",IND047030226,501433,East Chicago,Lake,-87.464046,41.616758,2008-09-03,2009-04-09,,,,Indiana,IN,listed
Lane Street Ground Water Contamination,INN000510229,510229,Elkhart,Elkhart,-85.921006,41.716847,2009-04-09,2009-09-23,,,,Indiana,IN,listed
Gary Development Landfill,IND077005916,501517,Gary,Lake,-87.426447,41.614061,2011-03-10,2011-09-16,,,,Indiana,IN,listed
Pike and Mulberry Streets PCE Plume,INN000508678,508678,Martinsville,Morgan,-86.431789,39.428661,2012-09-18,2013-05-24,,,,Indiana,IN,listed
Beck's Lake,IND980904379,501954,South Bend,St. Joseph,-86.297514,41.676581,2013-05-24,2013-12-12,,,,Indiana,IN,listed
Garden City Ground Water Plume,INN000508642,508642,Garden City,Bartholomew,-85.930472,39.186075,2013-05-24,2013-12-12,2021-09-23,,,Indiana,IN,cleaning
Keystone Corridor Ground Water Contamination,INN000510399,510399,Indianapolis,Marion,-86.121667,39.834722,2013-05-24,2013-12-12,,,,Indiana,IN,listed
North Shore Drive,INSFN0507828,507828,Elkhart,Elkhart,-86.055,41.684722,2014-05-12,2014-09-22,,,,Indiana,IN,listed
Kokomo Contaminated Ground Water Plume,INN000510479,510479,Kokomo,Howard,-86.114128,40.479444,2014-09-22,2015-03-26,,,,Indiana,IN,listed
Broadway Street Corridor Groundwater Contamination,INN000510915,510915,Anderson,Madison,-85.6789,40.1184,2018-01-18,2018-09-13,,,,Indiana,IN,listed
Franklin Street Groundwater Contamination,INN000510959,510959,Spencer,Owen,-86.7645,39.2849,2018-01-18,2018-05-17,,,,Indiana,IN,listed
Cliff Drive Groundwater Contamination,INN000510272,510272,Logansport,Cass,-86.3803,40.7432,2018-09-13,2019-05-15,,,,Indiana,IN,listed
North 5th Street Groundwater Contamination,INN000510667,510667,Goshen,Elkhart,-85.833834,41.590439,2021-09-09,2022-03-16,,,,Indiana,IN,listed
Federated Metals Corp Whiting,IND005444104,501275,Hammond,Lake,-87.496064,41.672435,2023-03-29,2023-09-07,,,,Indiana,IN,listed
Arkansas City Dump,KSD980500789,700559,Arkansas City,Cowley,-97.051669,37.051669,1982-12-30,1983-09-08,1992-09-08,1995-09-20,1996-03-01,Kansas,KS,completed
Doepke Disposal (Holliday),KSD980632301,700631,Johnson County,Johnson,-94.8,39.033331,1982-12-30,1983-09-08,1997-09-29,,,Kansas,KS,cleaning
Johns' Sludge Pond,KSD980631980,700602,Wichita,Sedgwick,-97.3156,37.7371,1982-12-30,1983-09-08,1991-01-31,1991-09-10,1992-01-06,Kansas,KS,completed
Hatheway and Patterson Company,MAD1060805,102724,Mansfield,Bristol,-71.2225,42.038194,2001-09-13,2002-09-05,2010-09-28,2017-12-01,2018-02-16,Massachusetts,MA,completed
Olin Chemical,MAD1403104,100438,Wilmington,Middlesex,-71.153889,42.528056,2005-09-14,2006-04-19,,,,Massachusetts,MA,listed
Creese & Cook Tannery (Former),MAD1031574,100380,Danvers,Essex,-70.926722,42.553111,2012-09-18,2013-05-24,,,,Massachusetts,MA,listed
Walton & Lonsbury Inc.,MAD1197755,100432,Attleboro,Bristol,-71.297139,41.957583,2012-09-18,2013-05-24,,,,Massachusetts,MA,listed
BJAT LLC,MAN000106144,106144,Franklin,Norfolk,-71.410806,42.074417,2015-03-26,2015-09-30,,,,Massachusetts,MA,listed
"Microfab, Inc. (Former)",MAD1409408,100442,Amesbury,Essex,-70.959842,42.842394,2016-09-09,2017-08-03,,,,Massachusetts,MA,listed
Lower Neponset River,MAN000102204,102204,"Boston, Milton","Norfolk, Suffolk",-71.12028,42.252299,2021-09-09,2022-03-16,,,,Massachusetts,MA,listed
Limestone Road,MDD980691588,300292,Cumberland,Allegany,-78.722219,39.626389,1982-12-30,1983-09-08,2000-09-28,,,Maryland,MD,cleaning
Middletown Road Dump,MDD980705099,300313,Annapolis,Anne Arundel,-76.467145,39.031004,1982-12-30,1983-09-08,1986-03-17,1987-09-03,1988-04-18,Maryland,MD,completed
"Sand, Gravel and Stone",MDD980705164,300316,Elkton,Cecil,-75.896389,39.615281,1982-12-30,1983-09-08,2021-09-23,,,Maryland,MD,cleaning
"Mid-Atlantic Wood Preservers, Inc.",MDD064882889,300243,Harmans,Anne Arundel,-76.698331,39.163611,1984-10-15,1986-06-10,1993-09-23,2000-05-19,2000-07-18,Maryland,MD,completed
Southern Maryland Wood Treating,MDD980704852,300305,Hollywood,St. Mary's,-76.5882,38.3589,1984-10-15,1986-06-10,2001-04-23,2005-02-04,2005-04-05,Maryland,MD,completed
Kane & Lombard Street Drums,MDD980923783,300344,Baltimore,Baltimore,-76.5419,39.2956,1984-10-15,1986-06-10,,,,Maryland,MD,listed
"Chemical Metals Industries, Inc.",MDD980555478,300289,Baltimore,Baltimore,-76.6325,39.265419,1981-10-23,,1982-12-30,,1982-12-30,Maryland,MD,completed
Aberdeen Proving Ground (Michaelsville Landfill),MD3210021355,300423,Aberdeen,"Baltimore, Harford",-76.1414,39.4606,1985-04-10,1989-10-04,2001-06-11,,,Maryland,MD,cleaning
Aberdeen Proving Ground (Edgewood Area),MD2210020036,300421,Edgewood,"Baltimore, Harford",-76.30773,39.395404,1985-04-10,1990-02-21,,,,Maryland,MD,listed
Woodlawn County Landfill,MDD980504344,300265,Woodlawn,Cecil,-76.09,39.641669,1987-01-22,1987-07-22,2001-06-25,,,Maryland,MD,cleaning
Bush Valley Landfill,MDD980504195,300258,Abingdon,Harford,-76.26195,39.467219,1988-06-24,1989-03-31,2001-08-02,,,Maryland,MD,cleaning
"Spectron, Inc.",MDD000218008,300192,Elkton,Cecil,-75.877778,39.691249,1992-10-14,1994-05-31,2020-09-17,,,Maryland,MD,cleaning
"Ordnance Products, Inc.",MDD982364341,303253,Cecil County,Cecil,-75.923889,39.630833,1993-05-10,1997-09-25,2015-06-19,,,Maryland,MD,cleaning
Beltsville Agricultural Research Center (USDA),MD0120508940,300415,Beltsville,Prince George's,-76.884583,39.029166,1993-05-10,1994-05-31,,,,Maryland,MD,listed
Patuxent River Naval Air Station,MD7170024536,300429,St. Mary's County,St. Mary's,-76.419444,38.270694,1994-01-18,1994-05-31,,,,Maryland,MD,listed
Indian Head Naval Surface Warfare Center,MD7170024684,300430,Indian Head,Charles,-77.174306,38.591389,1995-02-13,1995-09-29,,,,Maryland,MD,listed
Central Chemical (Hagerstown),MDD003061447,303260,Hagerstown,Washington,-77.723611,39.656667,1996-06-17,1997-09-25,,,,Maryland,MD,listed
Fort George G. Meade,MD9210020567,300435,Odenton,Anne Arundel,-76.715278,39.083333,1997-04-01,1998-07-28,,,,Maryland,MD,listed
Andrews Air Force Base,MD0570024000,300420,Camp Springs,Prince George's,-76.875,38.791667,1998-07-28,1999-05-10,,,,Maryland,MD,listed
Brandywine DRMO,MD9570024803,304462,Brandywine,Prince George's,-76.845,38.698056,1998-07-28,1999-05-10,,,,Maryland,MD,listed
Curtis Bay Coast Guard Yard,MD4690307844,304341,Anne Arundel County,Anne Arundel,-76.572694,39.2,2001-09-13,2002-09-05,2013-08-26,,,Maryland,MD,cleaning
68th Street Dump,MDD980918387,300338,Baltimore,Baltimore,-76.517886,39.307967,2003-04-30,,,,,Maryland,MD,proposed
Fort Detrick Area B Ground Water,MDD985397249,304606,Fort Detrick,Frederick,-77.446769,39.434442,2008-09-03,2009-04-09,,,,Maryland,MD,listed
Dwyer Property Ground Water Plume,MDD985366756,303618,Elkton,Cecil,-75.844474,39.612007,2010-10-21,2011-03-10,,,,Maryland,MD,listed
Sauer Dump,MDD981038334,300348,Dundalk,Baltimore,-76.45271,39.270267,2011-03-10,2012-03-15,,,,Maryland,MD,listed
Bear Creek Sediments,MDN000305762,305762,Sparrows Point,Baltimore,-76.491127,39.227598,2021-09-09,2022-03-16,,,,Maryland,MD,listed
McKin Co.,MED980524078,101027,Gray,Cumberland,-70.2942,43.8841,1982-12-30,1983-09-08,1992-03-24,2022-03-31,2022-08-17,Maine,ME,completed
O'Connor,MED980731475,101031,Augusta,Kennebec,-69.736944,44.301916,1982-12-30,1983-09-08,2002-09-26,2014-03-12,2014-07-22,Maine,ME,completed
Pinette's Salvage Yard,MED980732291,101036,Washburn,Aroostook,-68.1701,46.7782,1982-12-30,1983-09-08,1997-06-30,2002-08-28,2002-09-30,Maine,ME,completed
Saco Municipal Landfill,MED980504393,101010,Saco,York,-70.4815,43.5302,1988-06-24,1990-02-21,2000-09-29,,,Maine,ME,cleaning
Saco Tannery Waste Pits,MED980520241,101014,Saco,York,-70.426389,43.56055,1982-12-30,1983-09-08,1993-09-30,1999-08-16,1999-09-29,Maine,ME,completed
Winthrop Landfill,MED980504435,101012,Winthrop,Kennebec,-69.988331,44.275831,1982-12-30,1983-09-08,1997-12-23,,,Maine,ME,cleaning
Brunswick Naval Air Station,ME8170022018,101073,Brunswick,Cumberland,-69.933986,43.90634,1984-10-15,1987-07-22,2002-09-27,,,Maine,ME,cleaning
Loring Air Force Base,ME9570024522,101074,Limestone,Aroostook,-67.883888,46.944444,1989-07-14,1990-02-21,2001-03-23,,,Maine,ME,cleaning
Portsmouth Naval Shipyard,ME7170022019,101072,Kittery,York,-70.741666,43.084167,1993-06-23,1994-05-31,2019-09-26,2023-08-16,2024-02-16,Maine,ME,completed
West Site/Hows Corners,MED985466168,101800,Plymouth,Penobscot,-69.182222,44.740278,1995-02-13,1995-09-29,2011-09-28,,,Maine,ME,cleaning
Eastern Surplus,MED981073711,101054,Meddybemps,Washington,-67.358333,45.038889,1995-10-02,1996-06-17,2001-09-25,,,Maine,ME,cleaning
Eastland Woolen Mill,MED980915474,101043,Corinna,Penobscot,-69.261111,44.921667,1999-04-23,1999-07-22,2006-09-28,,,Maine,ME,cleaning
Callahan Mine,MED980524128,101028,Brooksville,Hancock,-68.810139,44.351639,2001-09-13,2002-09-05,,,,Maine,ME,listed
"Union Chemical Co., Inc.",MED042143883,100989,South Hope,Knox,-69.189027,44.21444,1988-06-24,1989-10-04,1997-09-30,2018-07-20,2018-09-21,Maine,ME,completed
Leeds Metal,MEN000103584,103584,Leeds,Androscoggin,-70.08025,44.237083,2011-09-16,2012-09-18,,,,Maine,ME,listed
Keddy Mill,MEN000106078,106078,Windham,Cumberland,-70.424514,43.734953,2013-12-12,2014-05-12,,,,Maine,ME,listed
Anderson Development Co.,MID002931228,502220,Adrian,Lenawee,-84.017219,41.893611,1982-12-30,1983-09-08,1993-09-24,1995-08-30,1996-01-26,Michigan,MI,completed
"Auto Ion Chemicals, Inc.",MID980794382,503012,Kalamazoo,Kalamazoo,-85.567219,42.293889,1982-12-30,1983-09-08,1994-09-23,,,Michigan,MI,cleaning
Berlin & Farro,MID000605717,502172,Swartz Creek,Genesee,-83.8348,42.904,1982-12-30,1983-09-08,1996-09-18,1998-01-21,1998-06-24,Michigan,MI,completed
Burrows Sanitation,MID980410617,502733,Hartford,Van Buren,-86.1502,42.2233,1983-09-08,1984-09-21,1993-04-05,2015-05-15,2015-07-14,Michigan,MI,completed
Butterworth #2 Landfill,MID062222997,502576,Grand Rapids,Kent,-85.700281,42.952219,1982-12-30,1983-09-08,2000-09-27,,,Michigan,MI,cleaning
"Cannelton Industries, Inc.",MID980678627,502931,Sault Sainte Marie,Chippewa,-84.393061,46.488889,1988-06-24,1990-08-30,1999-09-28,,,Michigan,MI,cleaning
Cemetery Dump,MID980794663,503025,Rose Center,Oakland,-83.610281,42.725281,1982-12-30,1983-09-08,1991-09-11,1995-02-15,1995-04-19,Michigan,MI,completed
Charlevoix Municipal Well,MID980794390,503013,Charlevoix,Charlevoix,-85.266669,45.317781,1982-12-30,1983-09-08,1992-09-16,1993-09-29,1993-12-02,Michigan,MI,completed
Chem Central,MID980477079,502743,Wyoming Township,Kent,-85.674161,42.91,1982-12-30,1983-09-08,1995-09-19,,,Michigan,MI,cleaning
Clare Water Supply,MID980002273,502719,Clare,Clare,-84.7625,43.815,1982-12-30,1984-09-21,1999-03-30,,,Michigan,MI,cleaning
Cliff/Dow Dump,MID980608970,502860,Marquette,Marquette,-87.42,46.574439,1982-12-30,1983-09-08,1995-09-25,2000-09-18,2000-11-17,Michigan,MI,completed
Duell & Gardner Landfill,MID980504716,502793,Dalton Township,Muskegon,-86.208339,43.319439,1982-12-30,1983-09-08,2001-08-10,2019-07-31,2019-09-30,Michigan,MI,completed
"Avenue E"" Ground Water Contamination""",MID980791461,503006,Traverse City,Grand Traverse,-85.5775,44.750719,1984-10-15,1986-06-10,2000-09-27,2007-01-19,2007-03-20,Michigan,MI,completed
Electrovoice,MID005068143,502237,Buchanan,Berrien,-86.3545,41.8206,1982-12-30,1984-09-21,1999-09-21,,,Michigan,MI,cleaning
Forest Waste Products,MID980410740,502734,Otisville,Genesee,-83.545831,43.198331,1982-12-30,1983-09-08,1997-06-30,,,Michigan,MI,cleaning
G&H Landfill,MID980410823,502735,Utica,Macomb,-83.077769,42.664719,1982-12-30,1983-09-08,1999-08-26,,,Michigan,MI,cleaning
Grand Traverse Overall Supply Co.,MID017418559,502432,Greilickville,Leelanau,-85.6382,44.7944,1982-12-30,1983-09-08,1992-09-17,,,Michigan,MI,cleaning
Gratiot County Golf Course,MID980794531,503022,St. Louis,Gratiot,-84.623469,43.416419,1982-12-30,,1983-09-08,,1983-09-08,Michigan,MI,completed
Gratiot County Landfill,MID980506281,502802,St. Louis,Gratiot,-84.595281,43.395,1982-12-30,1983-09-08,1995-07-19,,,Michigan,MI,cleaning
Hedblum Industries,MID980794408,503014,Oscoda,Iosco,-83.3469,44.4113,1982-12-30,1983-09-08,1993-08-16,,,Michigan,MI,cleaning
Ionia City Landfill,MID980794416,503015,Ionia,Ionia,-85.046111,42.976669,1982-12-30,1983-09-08,2000-09-28,,,Michigan,MI,cleaning
K&L Avenue Landfill,MID980506463,502812,Oshtemo Township,Kalamazoo,-85.718889,42.283331,1982-12-30,1983-09-08,2006-12-20,,,Michigan,MI,cleaning
Kentwood Landfill,MID000260281,502165,Kentwood,Kent,-85.5906,42.8738,1982-12-30,1983-09-08,1995-09-27,,,Michigan,MI,cleaning
"Liquid Disposal, Inc.",MID067340711,502593,Utica,Macomb,-83.073611,42.652781,1982-12-30,1983-09-08,1997-09-16,,,Michigan,MI,cleaning
Mason County Landfill,MID980794465,503019,Pere Marquette Township,Mason,-86.4292,43.9185,1982-12-30,1983-09-08,1993-09-27,1999-07-26,1999-09-09,Michigan,MI,completed
McGraw Edison Corp.,MID005339676,502254,Albion,Calhoun,-84.733061,42.252219,1982-12-30,1983-09-08,1998-01-28,,,Michigan,MI,cleaning
Northernaire Plating,MID020883609,502440,Cadillac,Wexford,-85.41,44.265,1982-12-30,1983-09-08,1996-09-23,,,Michigan,MI,cleaning
Novaco Industries,MID084566900,502651,Temperance,Monroe,-83.6443,41.7856,1982-12-30,1983-09-08,1992-09-18,1998-05-27,1998-07-14,Michigan,MI,completed
"Organic Chemicals, Inc.",MID990858003,503649,Grandville,Kent,-85.7475,42.9178,1982-12-30,1983-09-08,2003-09-29,,,Michigan,MI,cleaning
Ossineke Ground Water Contamination,MID980794440,503017,Ossineke,Alpena,-83.442219,44.903331,1982-12-30,1983-09-08,2002-09-30,1995-08-11,1996-01-31,Michigan,MI,completed
Ott/Story/Cordova Chemical Co.,MID060174240,502566,Dalton Township,Muskegon,-86.256669,43.303331,1982-12-30,1983-09-08,2002-05-01,,,Michigan,MI,cleaning
Packaging Corp. of America,MID980794747,503026,Filer City,Manistee,-86.273331,44.226389,1982-12-30,1983-09-08,1998-09-14,,,Michigan,MI,cleaning
Petoskey Municipal Well Field,MID006013049,502332,Petoskey,Emmet,-84.964,45.376,1982-12-30,1983-09-08,2000-02-18,,,Michigan,MI,cleaning
Rasmussen's Dump,MID095402210,502686,Brighton,Livingston,-83.7693,42.4544,1982-12-30,1983-09-08,1995-09-25,,,Michigan,MI,cleaning
Rose Township Dump,MID980499842,502756,Rose Township,Oakland,-83.631939,42.720831,1982-12-30,1983-09-08,1996-02-05,,,Michigan,MI,cleaning
SCA Independent Landfill,MID000724930,502201,Muskegon Heights,Muskegon,-86.1425,43.201111,1982-12-30,1983-09-08,2001-09-26,,,Michigan,MI,cleaning
Shiawassee River,MID980794473,503020,Howell,Livingston,-83.963611,42.622781,1982-12-30,1983-09-08,2005-09-29,,,Michigan,MI,cleaning
Southwest Ottawa County Landfill,MID980608780,502845,Park Township,Ottawa,-86.185219,42.820419,1982-12-30,1983-09-08,1994-09-22,,,Michigan,MI,cleaning
Sparta Landfill,MID000268136,502168,Sparta Township,Kent,-85.68195,43.1525,1982-12-30,1983-09-08,2000-09-27,,,Michigan,MI,cleaning
Spartan Chemical Co.,MID079300125,502634,Wyoming,Kent,-85.727781,42.915831,1982-12-30,1983-09-08,,,,Michigan,MI,listed
Spiegelberg Landfill,MID980794481,503021,Green Oak Township,Livingston,-83.772219,42.454169,1982-12-30,1983-09-08,1995-06-29,2011-04-13,2011-06-13,Michigan,MI,completed
Springfield Township Dump,MID980499966,502765,Davisburg,Oakland,-83.5419,42.7044,1982-12-30,1983-09-08,2000-08-25,,,Michigan,MI,cleaning
Tar Lake,MID980794655,503024,Mancelona Township,Antrim,-85.073,44.8866,1982-12-30,1983-09-08,2004-09-28,,,Michigan,MI,cleaning
U.S. Aviex,MID980794556,503023,Howard Township,Cass,-86.1968,41.8309,1982-12-30,1983-09-08,1993-09-21,,,Michigan,MI,cleaning
Velsicol Chemical Corp.(Michigan),MID000722439,502194,St. Louis,Gratiot,-84.618611,43.410561,1982-12-30,1983-09-08,1992-09-25,,,Michigan,MI,cleaning
Verona Well Field,MID980793806,503011,Battle Creek,Calhoun,-85.143331,42.341669,1982-12-30,1983-09-08,1997-06-26,,,Michigan,MI,cleaning
Wash King Laundry,MID980701247,502992,Pleasant Plains Township,Lake,-85.853,43.8532,1982-12-30,1983-09-08,2001-03-30,,,Michigan,MI,cleaning
Whitehall Municipal Wells,MID980701254,502993,Whitehall,Muskegon,-86.328889,43.412219,1982-12-30,1984-09-21,1990-09-07,1990-09-21,1991-02-11,Michigan,MI,completed
Metamora Landfill,MID980506562,502819,Metamora,Lapeer,-83.274439,42.94695,1983-09-08,1984-09-21,2001-09-27,,,Michigan,MI,cleaning
Sturgis Municipal Wells,MID980703011,503000,Sturgis,St. Joseph,-85.4256,41.7988,1983-09-08,1984-09-21,1997-09-03,,,Michigan,MI,cleaning
"Thermo-Chem, Inc.",MID044567162,502486,Muskegon,Muskegon,-86.136669,43.210831,1984-10-15,1986-06-10,2002-09-17,,,Michigan,MI,cleaning
Teledyne Semiconductor,CAD009111444,901134,Mountain View,Santa Clara,-122.0797,37.4108,1984-10-15,1987-07-22,1992-03-31,,,California,CA,cleaning
"TRW Microwave, Inc. (Building 825)",CAD009159088,901181,Sunnyvale,Santa Clara,-122.0085,37.3846,1988-06-24,1990-02-21,1993-09-17,,,California,CA,cleaning
Fairchild Semiconductor Corp. (Mountain View Plant),CAD095989778,901680,Mountain View,Santa Clara,-122.0542,37.4012,1984-10-15,1991-02-11,1999-08-24,,,California,CA,cleaning
Sacramento Army Depot,CA0210020780,902715,Sacramento,Sacramento,-121.3958,38.520281,1984-10-15,1987-07-22,2002-08-28,,,California,CA,cleaning
Intel Corp. (Mountain View Plant),CAD061620217,901482,Mountain View,Santa Clara,-122.0566,37.3962,1984-10-15,1986-06-10,1999-08-24,,,California,CA,cleaning
Raytheon Corp.,CAD009205097,901202,Mountain View,Santa Clara,-122.0533,37.3975,1984-10-15,1986-06-10,1999-08-24,,,California,CA,cleaning
Moffett Naval Air Station,CA2170090078,902734,Sunnyvale,Santa Clara,-122.0522,37.411389,1985-04-10,1987-07-22,,,,California,CA,listed
"Waste Disposal, Inc.",CAD980884357,902140,Santa Fe Springs,Los Angeles,-118.055,33.95,1986-06-10,1987-07-22,2005-08-12,,,California,CA,cleaning
Riverbank Army Ammunition Plant,CA7210020759,902785,Riverbank,Stanislaus,-120.9181,37.71695,1988-06-24,1990-02-21,1997-09-30,,,California,CA,cleaning
Southern California Edison Co. (Visalia Poleyard),CAD980816466,902061,Visalia,Tulare,-119.2767,36.333331,1987-01-22,1989-03-31,2001-09-25,2009-07-27,2009-09-25,California,CA,completed
Watkins-Johnson Co. (Stewart Division Plant),CAD980893234,902226,Scotts Valley,Santa Cruz,-122.029028,37.051111,1987-01-22,1990-08-30,1994-09-22,,,California,CA,cleaning
Fresno Municipal Sanitary Landfill,CAD980636914,901854,Fresno,Fresno,-119.8261,36.704169,1988-06-24,1989-10-04,,,,California,CA,listed
Barstow Marine Corps Logistics Base,CA8170024261,902790,Barstow,San Bernardino,-116.9389,34.878331,1989-07-14,1989-11-21,,,,California,CA,listed
"Sola Optical USA, Inc.",CAD981171523,902280,Petaluma,Sonoma,-122.5931,38.2332,1988-06-24,1990-02-21,1992-08-14,2013-07-24,2013-10-31,California,CA,completed
United Heckathorn Co.,CAD981436363,902440,Richmond,Contra Costa,-122.3654,37.9226,1989-10-26,1990-03-14,,,,California,CA,listed
