name,id,semsId,state,city,county,status,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,hasPartialDeletion
"Wedzeb Enterprises, Inc.",IND980794374,501815,Indiana,Lebanon,Boone,Deleted NPL Site,-86.4723,40.0453,12/30/1982,9/8/1983,9/26/1990,3/5/1991,9/10/1991,TRUE
"American Chemical Service, Inc.",IND016360265,501373,Indiana,Griffith,Lake,NPL Site,-87.4191,41.5142,9/8/1983,9/21/1984,9/27/2004,,,TRUE
Bennett Stone Quarry,IND006418651,501343,Indiana,Bloomington,Monroe,Deleted NPL Site,-86.5612,39.1902,9/8/1983,9/21/1984,9/25/2000,5/14/2021,9/14/2021,TRUE
"Northside Sanitary Landfill, Inc.",IND050530872,501442,Indiana,Zionsville,Boone,NPL Site,-86.273331,40.028331,9/8/1983,9/21/1984,9/3/1996,,,TRUE
Poer Farm,IND980684583,501805,Indiana,Hancock County,Hancock,Deleted NPL Site,-85.605281,39.844719,9/8/1983,9/21/1984,8/18/1989,9/21/1989,2/11/1991,TRUE
International Minerals & Chemicals Corp. (Terre Haute East Plant),INT190010876,502150,Indiana,Terre Haute,Vigo,Deleted NPL Site,-87.391389,39.437781,10/15/1984,6/10/1986,6/22/1988,9/22/1989,2/11/1991,TRUE
"Waste, Inc., Landfill",IND980504005,501630,Indiana,Michigan City,La Porte,Deleted NPL Site,-86.88,41.721669,4/10/1985,7/22/1987,12/18/1997,8/21/2008,10/20/2008,TRUE
Tri-State Plating,IND006038764,501308,Indiana,Columbus,Bartholomew,Deleted NPL Site,-85.9007,39.2164,9/18/1985,6/10/1986,6/10/1992,5/22/1997,7/14/1997,TRUE
Columbus Old Municipal Landfill #1,IND980607626,501673,Indiana,Columbus,Bartholomew,Deleted NPL Site,-85.926,39.1974,9/18/1985,6/10/1986,9/15/1994,11/25/2013,1/24/2014,TRUE
Southside Sanitary Landfill,IND980607360,501655,Indiana,Indianapolis,Marion,Deleted NPL Site,-86.205,39.716111,6/10/1986,3/31/1989,9/28/1995,5/14/1997,7/3/1997,TRUE
"Douglas Road/Uniroyal, Inc., Landfill",IND980607881,501696,Indiana,Mishawaka,St. Joseph,NPL Site,-86.1926,41.7132,6/10/1986,3/31/1989,9/19/2000,,,TRUE
Himco Dump,IND980500292,501596,Indiana,Elkhart,Elkhart,NPL Site,-86.0084,41.7073,6/24/1988,2/21/1990,7/19/2012,,,TRUE
"Tippecanoe Sanitary Landfill, Inc",IND980997639,501964,Indiana,Lafayette,Tippecanoe,NPL Site,-86.872219,40.456111,6/24/1988,8/30/1990,9/27/2001,,,TRUE
"Lakeland Disposal Service, Inc.",IND064703200,501482,Indiana,Claypool,Kosciusko,NPL Site,-85.917219,41.1475,6/24/1988,3/31/1989,9/26/2002,,,TRUE
Whiteford Sales & Service Inc./Nationalease,IND980999791,501978,Indiana,South Bend,St. Joseph,Deleted NPL Site,-86.280281,41.663889,6/24/1988,8/30/1990,9/29/1995,5/3/1996,9/6/1996,TRUE
Conrail Rail Yard (Elkhart),IND000715490,501199,Indiana,Elkhart,Elkhart,NPL Site,-86.0115,41.6634,6/24/1988,8/30/1990,7/12/2004,,,TRUE
Continental Steel Corp.,IND001213503,501228,Indiana,Kokomo,Howard,NPL Site,-86.156299,40.474169,6/24/1988,3/31/1989,8/1/2013,,,TRUE
Galen Myers Dump/Drum Salvage,IND980999635,501967,Indiana,Osceola,St. Joseph,NPL Site,-86.0875,41.695839,6/24/1988,3/31/1989,9/30/1998,,,TRUE
Carter Lee Lumber Co.,IND016395899,501376,Indiana,Indianapolis,Marion,Deleted NPL Site,-86.1918,39.7654,6/24/1988,3/31/1989,9/29/1995,5/8/1996,7/9/1996,TRUE
Cam-Or Inc.,IND005480462,501297,Indiana,Westville,La Porte,NPL Site,-86.899306,41.546528,9/25/1997,3/6/1998,,,,TRUE
Prestolite Battery Division,IND006377048,501330,Indiana,Vincennes,Knox,NPL Site,-87.501661,38.691669,6/24/1988,10/4/1989,5/22/1997,,,TRUE
Jacobsville Neighborhood Soil Contamination,INN000508142,508142,Indiana,Evansville,Vanderburgh,NPL Site,-87.563989,37.979297,3/8/2004,7/22/2004,,,,TRUE
Elm Street Ground Water Contamination,INN000509938,509938,Indiana,Terre Haute,Vigo,NPL Site,-87.414319,39.476586,9/27/2006,3/7/2007,,,,TRUE
Lusher Street Ground Water Contamination,IND982073785,500018,Indiana,Elkhart,Elkhart,NPL Site,-85.996225,41.672922,9/19/2007,3/19/2008,,,,TRUE
"U.S. Smelter and Lead Refinery, Inc.",IND047030226,501433,Indiana,East Chicago,Lake,NPL Site,-87.464046,41.616758,9/3/2008,4/9/2009,,,,TRUE
Lane Street Ground Water Contamination,INN000510229,510229,Indiana,Elkhart,Elkhart,NPL Site,-85.921006,41.716847,4/9/2009,9/23/2009,,,,TRUE
Gary Development Landfill,IND077005916,501517,Indiana,Gary,Lake,NPL Site,-87.426447,41.614061,3/10/2011,9/16/2011,,,,TRUE
Pike and Mulberry Streets PCE Plume,INN000508678,508678,Indiana,Martinsville,Morgan,NPL Site,-86.431789,39.428661,9/18/2012,5/24/2013,,,,TRUE
Beck's Lake,IND980904379,501954,Indiana,South Bend,St. Joseph,NPL Site,-86.297514,41.676581,5/24/2013,12/12/2013,,,,TRUE
Garden City Ground Water Plume,INN000508642,508642,Indiana,Garden City,Bartholomew,NPL Site,-85.930472,39.186075,5/24/2013,12/12/2013,9/23/2021,,,TRUE
Keystone Corridor Ground Water Contamination,INN000510399,510399,Indiana,Indianapolis,Marion,NPL Site,-86.121667,39.834722,5/24/2013,12/12/2013,,,,TRUE
North Shore Drive,INSFN0507828,507828,Indiana,Elkhart,Elkhart,NPL Site,-86.055,41.684722,5/12/2014,9/22/2014,,,,TRUE
Kokomo Contaminated Ground Water Plume,INN000510479,510479,Indiana,Kokomo,Howard,NPL Site,-86.114128,40.479444,9/22/2014,3/26/2015,,,,TRUE
Broadway Street Corridor Groundwater Contamination,INN000510915,510915,Indiana,Anderson,Madison,NPL Site,-85.6789,40.1184,1/18/2018,9/13/2018,,,,TRUE
Franklin Street Groundwater Contamination,INN000510959,510959,Indiana,Spencer,Owen,NPL Site,-86.7645,39.2849,1/18/2018,5/17/2018,,,,TRUE
Cliff Drive Groundwater Contamination,INN000510272,510272,Indiana,Logansport,Cass,NPL Site,-86.3803,40.7432,9/13/2018,5/15/2019,,,,TRUE
North 5th Street Groundwater Contamination,INN000510667,510667,Indiana,Goshen,Elkhart,NPL Site,-85.833834,41.590439,9/9/2021,3/16/2022,,,,TRUE
Federated Metals Corp Whiting,IND005444104,501275,Indiana,Hammond,Lake,NPL Site,-87.496064,41.672435,3/29/2023,9/7/2023,,,,TRUE
Arkansas City Dump,KSD980500789,700559,Kansas,Arkansas City,Cowley,Deleted NPL Site,-97.051669,37.051669,12/30/1982,9/8/1983,9/8/1992,9/20/1995,3/1/1996,TRUE
Doepke Disposal (Holliday),KSD980632301,700631,Kansas,Johnson County,Johnson,NPL Site,-94.8,39.033331,12/30/1982,9/8/1983,9/29/1997,,,TRUE
Johns' Sludge Pond,KSD980631980,700602,Kansas,Wichita,Sedgwick,Deleted NPL Site,-97.3156,37.7371,12/30/1982,9/8/1983,1/31/1991,9/10/1991,1/6/1992,TRUE
Hatheway and Patterson Company,MAD 1060805.00,102724,Massachusetts,Mansfield,Bristol,Deleted NPL Site,-71.2225,42.038194,9/13/2001,9/5/2002,9/28/2010,12/1/2017,2/16/2018,TRUE
Olin Chemical,MAD 1403104.00,100438,Massachusetts,Wilmington,Middlesex,NPL Site,-71.153889,42.528056,9/14/2005,4/19/2006,,,,TRUE
Creese & Cook Tannery (Former),MAD 1031574.00,100380,Massachusetts,Danvers,Essex,NPL Site,-70.926722,42.553111,9/18/2012,5/24/2013,,,,TRUE
Walton & Lonsbury Inc.,MAD 1197755.00,100432,Massachusetts,Attleboro,Bristol,NPL Site,-71.297139,41.957583,9/18/2012,5/24/2013,,,,TRUE
BJAT LLC,MAN000106144,106144,Massachusetts,Franklin,Norfolk,NPL Site,-71.410806,42.074417,3/26/2015,9/30/2015,,,,TRUE
"Microfab, Inc. (Former)",MAD 1409408.00,100442,Massachusetts,Amesbury,Essex,NPL Site,-70.959842,42.842394,9/9/2016,8/3/2017,,,,TRUE
Lower Neponset River,MAN000102204,102204,Massachusetts,"Boston, Milton","Norfolk, Suffolk",NPL Site,-71.12028,42.252299,9/9/2021,3/16/2022,,,,TRUE
Limestone Road,MDD980691588,300292,Maryland,Cumberland,Allegany,NPL Site,-78.722219,39.626389,12/30/1982,9/8/1983,9/28/2000,,,TRUE
Middletown Road Dump,MDD980705099,300313,Maryland,Annapolis,Anne Arundel,Deleted NPL Site,-76.467145,39.031004,12/30/1982,9/8/1983,3/17/1986,9/3/1987,4/18/1988,TRUE
"Sand, Gravel and Stone",MDD980705164,300316,Maryland,Elkton,Cecil,NPL Site,-75.896389,39.615281,12/30/1982,9/8/1983,9/23/2021,,,TRUE
"Mid-Atlantic Wood Preservers, Inc.",MDD064882889,300243,Maryland,Harmans,Anne Arundel,Deleted NPL Site,-76.698331,39.163611,10/15/1984,6/10/1986,9/23/1993,5/19/2000,7/18/2000,TRUE
Southern Maryland Wood Treating,MDD980704852,300305,Maryland,Hollywood,St. Mary's,Deleted NPL Site,-76.5882,38.3589,10/15/1984,6/10/1986,4/23/2001,2/4/2005,4/5/2005,TRUE
Kane & Lombard Street Drums,MDD980923783,300344,Maryland,Baltimore,Baltimore,NPL Site,-76.5419,39.2956,10/15/1984,6/10/1986,,,,TRUE
"Chemical Metals Industries, Inc.",MDD980555478,300289,Maryland,Baltimore,Baltimore,Deleted NPL Site,-76.6325,39.265419,10/23/1981,,12/30/1982,,12/30/1982,TRUE
Aberdeen Proving Ground (Michaelsville Landfill),MD3210021355,300423,Maryland,Aberdeen,"Baltimore, Harford",NPL Site,-76.1414,39.4606,4/10/1985,10/4/1989,6/11/2001,,,TRUE
Aberdeen Proving Ground (Edgewood Area),MD2210020036,300421,Maryland,Edgewood,"Baltimore, Harford",NPL Site,-76.30773,39.395404,4/10/1985,2/21/1990,,,,TRUE
Woodlawn County Landfill,MDD980504344,300265,Maryland,Woodlawn,Cecil,NPL Site,-76.09,39.641669,1/22/1987,7/22/1987,6/25/2001,,,TRUE
Bush Valley Landfill,MDD980504195,300258,Maryland,Abingdon,Harford,NPL Site,-76.26195,39.467219,6/24/1988,3/31/1989,8/2/2001,,,TRUE
"Spectron, Inc.",MDD000218008,300192,Maryland,Elkton,Cecil,NPL Site,-75.877778,39.691249,10/14/1992,5/31/1994,9/17/2020,,,TRUE
"Ordnance Products, Inc.",MDD982364341,303253,Maryland,Cecil County,Cecil,NPL Site,-75.923889,39.630833,5/10/1993,9/25/1997,6/19/2015,,,TRUE
Beltsville Agricultural Research Center (USDA),MD0120508940,300415,Maryland,Beltsville,Prince George's,NPL Site,-76.884583,39.029166,5/10/1993,5/31/1994,,,,TRUE
Patuxent River Naval Air Station,MD7170024536,300429,Maryland,St. Mary's County,St. Mary's,NPL Site,-76.419444,38.270694,1/18/1994,5/31/1994,,,,TRUE
Indian Head Naval Surface Warfare Center,MD7170024684,300430,Maryland,Indian Head,Charles,NPL Site,-77.174306,38.591389,2/13/1995,9/29/1995,,,,TRUE
Central Chemical (Hagerstown),MDD003061447,303260,Maryland,Hagerstown,Washington,NPL Site,-77.723611,39.656667,6/17/1996,9/25/1997,,,,TRUE
Fort George G. Meade,MD9210020567,300435,Maryland,Odenton,Anne Arundel,NPL Site,-76.715278,39.083333,4/1/1997,7/28/1998,,,,TRUE
Andrews Air Force Base,MD0570024000,300420,Maryland,Camp Springs,Prince George's,NPL Site,-76.875,38.791667,7/28/1998,5/10/1999,,,,TRUE
Brandywine DRMO,MD9570024803,304462,Maryland,Brandywine,Prince George's,NPL Site,-76.845,38.698056,7/28/1998,5/10/1999,,,,TRUE
Curtis Bay Coast Guard Yard,MD4690307844,304341,Maryland,Anne Arundel County,Anne Arundel,NPL Site,-76.572694,39.2,9/13/2001,9/5/2002,8/26/2013,,,TRUE
68th Street Dump,MDD980918387,300338,Maryland,Baltimore,Baltimore,Proposed NPL Site,-76.517886,39.307967,4/30/2003,,,,,TRUE
Fort Detrick Area B Ground Water,MDD985397249,304606,Maryland,Fort Detrick,Frederick,NPL Site,-77.446769,39.434442,9/3/2008,4/9/2009,,,,TRUE
Dwyer Property Ground Water Plume,MDD985366756,303618,Maryland,Elkton,Cecil,NPL Site,-75.844474,39.612007,10/21/2010,3/10/2011,,,,TRUE
Sauer Dump,MDD981038334,300348,Maryland,Dundalk,Baltimore,NPL Site,-76.45271,39.270267,3/10/2011,3/15/2012,,,,TRUE
Bear Creek Sediments,MDN000305762,305762,Maryland,Sparrows Point,Baltimore,NPL Site,-76.491127,39.227598,9/9/2021,3/16/2022,,,,TRUE
McKin Co.,MED980524078,101027,Maine,Gray,Cumberland,Deleted NPL Site,-70.2942,43.8841,12/30/1982,9/8/1983,3/24/1992,3/31/2022,8/17/2022,TRUE
O'Connor,MED980731475,101031,Maine,Augusta,Kennebec,Deleted NPL Site,-69.736944,44.301916,12/30/1982,9/8/1983,9/26/2002,3/12/2014,7/22/2014,TRUE
Pinette's Salvage Yard,MED980732291,101036,Maine,Washburn,Aroostook,Deleted NPL Site,-68.1701,46.7782,12/30/1982,9/8/1983,6/30/1997,8/28/2002,9/30/2002,TRUE
Saco Municipal Landfill,MED980504393,101010,Maine,Saco,York,NPL Site,-70.4815,43.5302,6/24/1988,2/21/1990,9/29/2000,,,TRUE
Saco Tannery Waste Pits,MED980520241,101014,Maine,Saco,York,Deleted NPL Site,-70.426389,43.56055,12/30/1982,9/8/1983,9/30/1993,8/16/1999,9/29/1999,TRUE
Winthrop Landfill,MED980504435,101012,Maine,Winthrop,Kennebec,NPL Site,-69.988331,44.275831,12/30/1982,9/8/1983,12/23/1997,,,TRUE
Brunswick Naval Air Station,ME8170022018,101073,Maine,Brunswick,Cumberland,NPL Site,-69.933986,43.90634,10/15/1984,7/22/1987,9/27/2002,,,TRUE
Loring Air Force Base,ME9570024522,101074,Maine,Limestone,Aroostook,NPL Site,-67.883888,46.944444,7/14/1989,2/21/1990,3/23/2001,,,TRUE
Portsmouth Naval Shipyard,ME7170022019,101072,Maine,Kittery,York,Deleted NPL Site,-70.741666,43.084167,6/23/1993,5/31/1994,9/26/2019,8/16/2023,2/16/2024,TRUE
West Site/Hows Corners,MED985466168,101800,Maine,Plymouth,Penobscot,NPL Site,-69.182222,44.740278,2/13/1995,9/29/1995,9/28/2011,,,TRUE
Eastern Surplus,MED981073711,101054,Maine,Meddybemps,Washington,NPL Site,-67.358333,45.038889,10/2/1995,6/17/1996,9/25/2001,,,TRUE
Eastland Woolen Mill,MED980915474,101043,Maine,Corinna,Penobscot,NPL Site,-69.261111,44.921667,4/23/1999,7/22/1999,9/28/2006,,,TRUE
Callahan Mine,MED980524128,101028,Maine,Brooksville,Hancock,NPL Site,-68.810139,44.351639,9/13/2001,9/5/2002,,,,TRUE
"Union Chemical Co., Inc.",MED042143883,100989,Maine,South Hope,Knox,Deleted NPL Site,-69.189027,44.21444,6/24/1988,10/4/1989,9/30/1997,7/20/2018,9/21/2018,TRUE
Leeds Metal,MEN000103584,103584,Maine,Leeds,Androscoggin,NPL Site,-70.08025,44.237083,9/16/2011,9/18/2012,,,,TRUE
Keddy Mill,MEN000106078,106078,Maine,Windham,Cumberland,NPL Site,-70.424514,43.734953,12/12/2013,5/12/2014,,,,TRUE
Anderson Development Co.,MID002931228,502220,Michigan,Adrian,Lenawee,Deleted NPL Site,-84.017219,41.893611,12/30/1982,9/8/1983,9/24/1993,8/30/1995,1/26/1996,TRUE
"Auto Ion Chemicals, Inc.",MID980794382,503012,Michigan,Kalamazoo,Kalamazoo,NPL Site,-85.567219,42.293889,12/30/1982,9/8/1983,9/23/1994,,,TRUE
Berlin & Farro,MID000605717,502172,Michigan,Swartz Creek,Genesee,Deleted NPL Site,-83.8348,42.904,12/30/1982,9/8/1983,9/18/1996,1/21/1998,6/24/1998,TRUE
Burrows Sanitation,MID980410617,502733,Michigan,Hartford,Van Buren,Deleted NPL Site,-86.1502,42.2233,9/8/1983,9/21/1984,4/5/1993,5/15/2015,7/14/2015,TRUE
Butterworth #2 Landfill,MID062222997,502576,Michigan,Grand Rapids,Kent,NPL Site,-85.700281,42.952219,12/30/1982,9/8/1983,9/27/2000,,,TRUE
"Cannelton Industries, Inc.",MID980678627,502931,Michigan,Sault Sainte Marie,Chippewa,NPL Site,-84.393061,46.488889,6/24/1988,8/30/1990,9/28/1999,,,TRUE
Cemetery Dump,MID980794663,503025,Michigan,Rose Center,Oakland,Deleted NPL Site,-83.610281,42.725281,12/30/1982,9/8/1983,9/11/1991,2/15/1995,4/19/1995,TRUE
Charlevoix Municipal Well,MID980794390,503013,Michigan,Charlevoix,Charlevoix,Deleted NPL Site,-85.266669,45.317781,12/30/1982,9/8/1983,9/16/1992,9/29/1993,12/2/1993,TRUE
Chem Central,MID980477079,502743,Michigan,Wyoming Township,Kent,NPL Site,-85.674161,42.91,12/30/1982,9/8/1983,9/19/1995,,,TRUE
Clare Water Supply,MID980002273,502719,Michigan,Clare,Clare,NPL Site,-84.7625,43.815,12/30/1982,9/21/1984,3/30/1999,,,TRUE
Cliff/Dow Dump,MID980608970,502860,Michigan,Marquette,Marquette,Deleted NPL Site,-87.42,46.574439,12/30/1982,9/8/1983,9/25/1995,9/18/2000,11/17/2000,TRUE
Duell & Gardner Landfill,MID980504716,502793,Michigan,Dalton Township,Muskegon,Deleted NPL Site,-86.208339,43.319439,12/30/1982,9/8/1983,8/10/2001,7/31/2019,9/30/2019,TRUE
"Avenue E"" Ground Water Contamination""",MID980791461,503006,Michigan,Traverse City,Grand Traverse,Deleted NPL Site,-85.5775,44.750719,10/15/1984,6/10/1986,9/27/2000,1/19/2007,3/20/2007,TRUE
Electrovoice,MID005068143,502237,Michigan,Buchanan,Berrien,NPL Site,-86.3545,41.8206,12/30/1982,9/21/1984,9/21/1999,,,TRUE
Forest Waste Products,MID980410740,502734,Michigan,Otisville,Genesee,NPL Site,-83.545831,43.198331,12/30/1982,9/8/1983,6/30/1997,,,TRUE
G&H Landfill,MID980410823,502735,Michigan,Utica,Macomb,NPL Site,-83.077769,42.664719,12/30/1982,9/8/1983,8/26/1999,,,TRUE
Grand Traverse Overall Supply Co.,MID017418559,502432,Michigan,Greilickville,Leelanau,NPL Site,-85.6382,44.7944,12/30/1982,9/8/1983,9/17/1992,,,TRUE
Gratiot County Golf Course,MID980794531,503022,Michigan,St. Louis,Gratiot,Deleted NPL Site,-84.623469,43.416419,12/30/1982,,9/8/1983,,9/8/1983,TRUE
Gratiot County Landfill,MID980506281,502802,Michigan,St. Louis,Gratiot,NPL Site,-84.595281,43.395,12/30/1982,9/8/1983,7/19/1995,,,TRUE
Hedblum Industries,MID980794408,503014,Michigan,Oscoda,Iosco,NPL Site,-83.3469,44.4113,12/30/1982,9/8/1983,8/16/1993,,,TRUE
Ionia City Landfill,MID980794416,503015,Michigan,Ionia,Ionia,NPL Site,-85.046111,42.976669,12/30/1982,9/8/1983,9/28/2000,,,TRUE
K&L Avenue Landfill,MID980506463,502812,Michigan,Oshtemo Township,Kalamazoo,NPL Site,-85.718889,42.283331,12/30/1982,9/8/1983,12/20/2006,,,TRUE
Kentwood Landfill,MID000260281,502165,Michigan,Kentwood,Kent,NPL Site,-85.5906,42.8738,12/30/1982,9/8/1983,9/27/1995,,,TRUE
"Liquid Disposal, Inc.",MID067340711,502593,Michigan,Utica,Macomb,NPL Site,-83.073611,42.652781,12/30/1982,9/8/1983,9/16/1997,,,TRUE
Mason County Landfill,MID980794465,503019,Michigan,Pere Marquette Township,Mason,Deleted NPL Site,-86.4292,43.9185,12/30/1982,9/8/1983,9/27/1993,7/26/1999,9/9/1999,TRUE
McGraw Edison Corp.,MID005339676,502254,Michigan,Albion,Calhoun,NPL Site,-84.733061,42.252219,12/30/1982,9/8/1983,1/28/1998,,,TRUE
Northernaire Plating,MID020883609,502440,Michigan,Cadillac,Wexford,NPL Site,-85.41,44.265,12/30/1982,9/8/1983,9/23/1996,,,TRUE
Novaco Industries,MID084566900,502651,Michigan,Temperance,Monroe,Deleted NPL Site,-83.6443,41.7856,12/30/1982,9/8/1983,9/18/1992,5/27/1998,7/14/1998,TRUE
"Organic Chemicals, Inc.",MID990858003,503649,Michigan,Grandville,Kent,NPL Site,-85.7475,42.9178,12/30/1982,9/8/1983,9/29/2003,,,TRUE
Ossineke Ground Water Contamination,MID980794440,503017,Michigan,Ossineke,Alpena,Deleted NPL Site,-83.442219,44.903331,12/30/1982,9/8/1983,9/30/2002,8/11/1995,1/31/1996,TRUE
Ott/Story/Cordova Chemical Co.,MID060174240,502566,Michigan,Dalton Township,Muskegon,NPL Site,-86.256669,43.303331,12/30/1982,9/8/1983,5/1/2002,,,TRUE
Packaging Corp. of America,MID980794747,503026,Michigan,Filer City,Manistee,NPL Site,-86.273331,44.226389,12/30/1982,9/8/1983,9/14/1998,,,TRUE
Petoskey Municipal Well Field,MID006013049,502332,Michigan,Petoskey,Emmet,NPL Site,-84.964,45.376,12/30/1982,9/8/1983,2/18/2000,,,TRUE
Rasmussen's Dump,MID095402210,502686,Michigan,Brighton,Livingston,NPL Site,-83.7693,42.4544,12/30/1982,9/8/1983,9/25/1995,,,TRUE
Rose Township Dump,MID980499842,502756,Michigan,Rose Township,Oakland,NPL Site,-83.631939,42.720831,12/30/1982,9/8/1983,2/5/1996,,,TRUE
SCA Independent Landfill,MID000724930,502201,Michigan,Muskegon Heights,Muskegon,NPL Site,-86.1425,43.201111,12/30/1982,9/8/1983,9/26/2001,,,TRUE
Shiawassee River,MID980794473,503020,Michigan,Howell,Livingston,NPL Site,-83.963611,42.622781,12/30/1982,9/8/1983,9/29/2005,,,TRUE
Southwest Ottawa County Landfill,MID980608780,502845,Michigan,Park Township,Ottawa,NPL Site,-86.185219,42.820419,12/30/1982,9/8/1983,9/22/1994,,,TRUE
Sparta Landfill,MID000268136,502168,Michigan,Sparta Township,Kent,NPL Site,-85.68195,43.1525,12/30/1982,9/8/1983,9/27/2000,,,TRUE
Spartan Chemical Co.,MID079300125,502634,Michigan,Wyoming,Kent,NPL Site,-85.727781,42.915831,12/30/1982,9/8/1983,,,,TRUE
Spiegelberg Landfill,MID980794481,503021,Michigan,Green Oak Township,Livingston,Deleted NPL Site,-83.772219,42.454169,12/30/1982,9/8/1983,6/29/1995,4/13/2011,6/13/2011,TRUE
Springfield Township Dump,MID980499966,502765,Michigan,Davisburg,Oakland,NPL Site,-83.5419,42.7044,12/30/1982,9/8/1983,8/25/2000,,,TRUE
Tar Lake,MID980794655,503024,Michigan,Mancelona Township,Antrim,NPL Site,-85.073,44.8866,12/30/1982,9/8/1983,9/28/2004,,,TRUE
U.S. Aviex,MID980794556,503023,Michigan,Howard Township,Cass,NPL Site,-86.1968,41.8309,12/30/1982,9/8/1983,9/21/1993,,,TRUE
Velsicol Chemical Corp.(Michigan),MID000722439,502194,Michigan,St. Louis,Gratiot,NPL Site,-84.618611,43.410561,12/30/1982,9/8/1983,9/25/1992,,,TRUE
Verona Well Field,MID980793806,503011,Michigan,Battle Creek,Calhoun,NPL Site,-85.143331,42.341669,12/30/1982,9/8/1983,6/26/1997,,,TRUE
Wash King Laundry,MID980701247,502992,Michigan,Pleasant Plains Township,Lake,NPL Site,-85.853,43.8532,12/30/1982,9/8/1983,3/30/2001,,,TRUE
Whitehall Municipal Wells,MID980701254,502993,Michigan,Whitehall,Muskegon,Deleted NPL Site,-86.328889,43.412219,12/30/1982,9/21/1984,9/7/1990,9/21/1990,2/11/1991,TRUE
Metamora Landfill,MID980506562,502819,Michigan,Metamora,Lapeer,NPL Site,-83.274439,42.94695,9/8/1983,9/21/1984,9/27/2001,,,TRUE
Sturgis Municipal Wells,MID980703011,503000,Michigan,Sturgis,St. Joseph,NPL Site,-85.4256,41.7988,9/8/1983,9/21/1984,9/3/1997,,,TRUE
"Thermo-Chem, Inc.",MID044567162,502486,Michigan,Muskegon,Muskegon,NPL Site,-86.136669,43.210831,10/15/1984,6/10/1986,9/17/2002,,,TRUE
Teledyne Semiconductor,CAD009111444,901134,California,Mountain View,Santa Clara,NPL Site,-122.0797,37.4108,10/15/1984,7/22/1987,3/31/1992,,,TRUE
"TRW Microwave, Inc. (Building 825)",CAD009159088,901181,California,Sunnyvale,Santa Clara,NPL Site,-122.0085,37.3846,6/24/1988,2/21/1990,9/17/1993,,,TRUE
Fairchild Semiconductor Corp. (Mountain View Plant),CAD095989778,901680,California,Mountain View,Santa Clara,NPL Site,-122.0542,37.4012,10/15/1984,2/11/1991,8/24/1999,,,TRUE
Sacramento Army Depot,CA0210020780,902715,California,Sacramento,Sacramento,NPL Site,-121.3958,38.520281,10/15/1984,7/22/1987,8/28/2002,,,TRUE
Intel Corp. (Mountain View Plant),CAD061620217,901482,California,Mountain View,Santa Clara,NPL Site,-122.0566,37.3962,10/15/1984,6/10/1986,8/24/1999,,,TRUE
Raytheon Corp.,CAD009205097,901202,California,Mountain View,Santa Clara,NPL Site,-122.0533,37.3975,10/15/1984,6/10/1986,8/24/1999,,,TRUE
Moffett Naval Air Station,CA2170090078,902734,California,Sunnyvale,Santa Clara,NPL Site,-122.0522,37.411389,4/10/1985,7/22/1987,,,,TRUE
"Waste Disposal, Inc.",CAD980884357,902140,California,Santa Fe Springs,Los Angeles,NPL Site,-118.055,33.95,6/10/1986,7/22/1987,8/12/2005,,,TRUE
Riverbank Army Ammunition Plant,CA7210020759,902785,California,Riverbank,Stanislaus,NPL Site,-120.9181,37.71695,6/24/1988,2/21/1990,9/30/1997,,,TRUE
Southern California Edison Co. (Visalia Poleyard),CAD980816466,902061,California,Visalia,Tulare,Deleted NPL Site,-119.2767,36.333331,1/22/1987,3/31/1989,9/25/2001,7/27/2009,9/25/2009,TRUE
